id,user_id,indicator,value,start_time,end_time,source_table,deleted,create_time,update_time
13484432,86,daily_stats_floors,64.9,2023-09-25 00:00:00,2019-07-05 23:59:59,activity_pattern_job,0,1750495595,1750495077
5147535,76,daily_stats_walking_speed,2515.25,2022-04-02 00:00:00,2024-01-11 23:59:59,activity_daily_job,0,1752796806,1752796806
4514037,164,daily_stats_sleepAnalysis_InBed,"{""primary_value"" : 14.00, ""sum"" : 14.00, ""avg"" : 4.67, ""max"" : 10.00, ""min"" : 1.00, ""count"" : 3, ""hours"" : 3, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2022-12-21 23:59:59,2023-08-13 03:59:59,sleep_daily_metrics_job,0,1752793100,1752793077
9146442,206,daily_stats_restingHeartRates,96300,2024-10-03 00:00:00,2024-06-21 23:59:59,sleep_pattern_job,0,1750527348,1750527543
4009249,143,latest_blood_oxygen,"{""primary_value"" : 5.00, ""sum"" : 5.00, ""avg"" : 1.67, ""max"" : 3.00, ""min"" : 1.00, ""count"" : 3, ""hours"" : 3, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2021-10-08 16:00:00,2022-05-19 15:59:59,indicator_calculation_job,0,1750764528,1750766058
7226939,4,sleep_deep_duration,57.8,2022-08-05 00:00:00,2022-01-14 15:59:59,floors_indicator_job,0,1752748263,1752748207
8694325,206,sleep_all_duration,1.23,2017-09-23,2023-11-02 00:00:00,heart_rate_indicator_job,0,1750725718,1750724774
16234737,143,daily_stats_blood_oxygen,2400.00,2025-03-27 16:00:00,2023-10-04 03:59:59,walking_speed_job,0,1752796807,1752796807
9976376,634,rolling_7d_avg_distance_walking_running,"{""primary_value"" : 6.71, ""sum"" : 6.71, ""avg"" : 0.56, ""max"" : 1.57, ""min"" : 0.04, ""count"" : 12, ""hours"" : 12, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2025-07-04 16:00:00,2024-08-07 15:59:59,activity_daily_job,0,1752796807,1752796807
16764590,215,average_steps_7days,2452.33,2025-04-22 16:00:00,2022-05-19 15:59:59,activity_pattern_job,0,1751985742,1751986226
11035085,634,rolling_7d_avg_floors,14.3,2023-11-13 23:59:59,2019-11-23 23:59:59,indicator_calculation_job,0,1750411505,1750411505
2579266,169,walking_speed_consistency_score,1719335700.000000,2023-09-24,2024-12-13 23:59:59,sleep_7day_stats_job,0,1752794916,1752794920
7220927,143,sleep_days_less_than_5h_7_day,60.9,2023-06-26 23:59:59,2025-01-29 15:59:59,sleep_daily_job,0,1752771936,1752771714
369112,143,average_walking_distance_7days,13,2023-02-13 16:00:00,2019-07-16 23:59:59,activity_rolling_avg_job,0,1752141802,1752141548
10062214,143,average_walking_distance_7days,"{""primary_value"" : 11.96, ""sum"" : 11.96, ""avg"" : 0.70, ""max"" : 2.47, ""min"" : 0.01, ""count"" : 17, ""hours"" : 17, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2023-12-04 16:00:00,2025-02-10 23:59:59,sleep_7day_stats_job,0,1752702680,1752702425
10485820,143,sleep_avg_duration_7_day,1,2025-06-07 00:00:00,2025-06-24 00:00:00,indicator_calculation_job,0,1750411505,1750411505
13358095,569,daily_stats_floors,"{""primary_value"" : 7389.00, ""sum"" : 7389.00, ""avg"" : 615.75, ""max"" : 1452.00, ""min"" : 8.00, ""count"" : 12, ""hours"" : 12, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2022-07-09,2023-10-09 23:59:59,sleep_7day_stats_job,0,1752796806,1752796806
14369805,130,average_floor_speed,"{""primary_value"" : 0.97, ""sum"" : 19.39, ""avg"" : 0.97, ""max"" : 0.99, ""min"" : 0.92, ""count"" : 20, ""hours"" : 14, ""aggregation_type"" : ""weighted_average"", ""data_type"" : ""daily_summary""}",2023-10-14 23:59:59,2024-11-20 23:59:59,activity_rolling_avg_job,0,1752796261,1752796263
12894279,126,total_floors,70,2024-08-20 00:00:00,2022-09-18 23:59:59,sleep_7day_stats_job,0,1752796807,1752796807
8793001,215,rolling_7d_avg_sleepAnalysis_Asleep(Deep),90.1,2024-09-05 16:00:00,2025-01-28 23:59:59.000000,walking_speed_job,0,1750411505,1750411505
9775308,126,daily_average_resting_heart_rate,5.00,2022-01-03,2023-12-24 15:59:59,activity_daily_job,0,1750411505,1750411505
7004606,569,daily_stats_floors,0,2019-04-07,2023-12-23 23:59:59,activity_daily_job,0,1752762131,1752762059
11263843,237,daily_stats_heartRates,5894.14,2018-06-12,2025-01-03 15:59:59,sleep_daily_metrics_job,0,1751197887,1751198016
268272,126,sleep_avg_end_time_7_day,"{""primary_value"" : 64.00, ""sum"" : 256.00, ""avg"" : 64.00, ""max"" : 64.00, ""min"" : 64.00, ""count"" : 4, ""hours"" : 2, ""aggregation_type"" : ""weighted_average"", ""data_type"" : ""daily_summary""}",2024-05-02 16:00:00,2024-09-09 23:59:59,floors_indicator_job,0,1752793310,1752793319
2286792,126,daily_stats_walkingRunningDistances,1.16,2025-06-21 16:00:00,2021-09-01 23:59:59,activity_pattern_job,0,1752794040,1752794043
12733910,569,average_walking_distance_7days,"{""primary_value"" : 35.60, ""sum"" : 35.60, ""avg"" : 35.60, ""max"" : 35.60, ""min"" : 35.60, ""count"" : 1, ""hours"" : 1, ""aggregation_type"" : ""weighted_average"", ""data_type"" : ""daily_summary""}",2023-09-12 23:59:59,2019-09-24 23:59:59,activity_rolling_avg_job,0,1750722110,1750723065
11502333,215,daily_stats_speeds,"{""primary_value"" : 123.00, ""sum"" : 123.00, ""avg"" : 123.00, ""max"" : 123.00, ""min"" : 123.00, ""count"" : 1, ""hours"" : 1, ""aggregation_type"" : ""weighted_average"", ""data_type"" : ""daily_summary""}",2025-03-03 04:59:59,2021-11-12 23:59:59,indicator_calculation_job,0,1750478815,1750478687
3699927,212,bodyMasss_consistency_score,2635.14,2025-02-11 23:59:59,2025-01-04 23:59:59.000000,activity_daily_job,0,1752796807,1752796807
1226401,269,daily_stats_sleep_light,46.6,2024-04-28 23:59:59,2024-03-04 23:59:59,activity_daily_job,0,1750498266,1750498548
15586460,143,average_floor_speed,"{""primary_value"" : 10035.00, ""sum"" : 10035.00, ""avg"" : 771.92, ""max"" : 2587.00, ""min"" : 73.00, ""count"" : 13, ""hours"" : 13, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2024-07-27,2017-03-05 23:59:59,activity_pattern_job,0,1752796594,1752796596
398916,170,rolling_7d_avg_sleepAnalysis_Awake,104.93,2024-06-05 23:59:59,2023-03-07 23:59:59,activity_daily_job,0,1752774401,1752774423
8318791,170,average_walking_speed,69.4,2023-07-18 23:59:59,2023-12-24 23:59:59,activity_rolling_avg_job,0,1750411505,1750411505
15855636,212,sleep_start_time,158700,2021-05-02 00:00:00,2021-06-27 23:59:59,activity_pattern_job,0,1752796806,1752796806
12487409,569,sleep_rem_consistency_score,89.5,2023-09-17 00:00:00,2019-02-08 23:59:59,sleep_daily_metrics_job,0,1752794632,1752794628
8573755,128,rolling_7d_avg_restingHeartRates,63.1,2025-05-05 16:00:00,2022-08-25 23:59:59,indicator_calculation_job,0,1752747895,1752747674
377094,569,daily_stats_steps,6949.14,2023-03-12 00:00:00,2018-07-13 23:59:59,activity_rolling_avg_job,0,1752795773,1752795776
7852448,143,daily_stats_respiratoryRates,"{""primary_value"" : 3276.75, ""sum"" : 3276.75, ""avg"" : 327.68, ""max"" : 975.00, ""min"" : 30.00, ""count"" : 10, ""hours"" : 10, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2024-06-20 15:59:59,2018-02-18 23:59:59,blood_oxygen_job,0,1752793432,1752793445
8247020,126,heart_rate_consistency_score,"{""primary_value"" : 85.50, ""sum"" : 85.50, ""avg"" : 85.50, ""max"" : 85.50, ""min"" : 85.50, ""count"" : 1, ""hours"" : 1, ""aggregation_type"" : null, ""data_type"" : ""daily_summary""}",2023-07-21 23:59:59,2024-09-17 23:59:59,activity_rolling_avg_job,0,1751245029,1751244877
14427045,212,rolling_7d_avg_speeds,17.48,2017-06-21 00:00:00,2024-10-05 23:59:59,activity_daily_job,0,1752795036,1752795035
4292495,268,speeds_consistency_score,2989.00,2025-06-21 15:59:59,2021-04-01 23:59:59,activity_daily_job,0,1752547212,1752547318
3281013,143,hrvRMSSD_consistency_score,20104.163714285714,2025-04-12,2025-05-18 23:59:59,activity_rolling_avg_job,0,1750411505,1750411505
6469717,5,floors_consistency_score,12990.064000,2024-12-14 23:59:59,2024-11-10 23:59:59.000000,sleep_pattern_job,0,1752716704,1752716671
6659417,126,sleep_max_start_time_7_day,82,2021-08-21 00:00:00,2018-10-17 23:59:59,activity_rolling_avg_job,0,1752796792,1752796792
15400878,212,exercise_avg_heart_rate,49.7,2017-11-06,2024-04-10 23:59:59,activity_daily_job,0,1752042573,1752045160
868580,569,daily_stats_oxygenSaturations,"{""primary_value"" : 0.07, ""sum"" : 0.07, ""avg"" : 0.01, ""max"" : 0.04, ""min"" : 0.00, ""count"" : 6, ""hours"" : 6, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2023-10-19 23:59:59,2024-12-22 15:59:59,cycling_indicator_job,0,1751723419,1751725381
4651316,38,total_steps,5704.61,2023-08-25 23:59:59,2023-12-22 23:59:59,indicator_calculation_job,0,1750422018,1750422140
10796619,169,daily_stats_walkingHeartRates,173040,2025-04-21 23:59:59,2024-09-11 23:59:59,activity_daily_job,0,1752793776,1752793783
1665203,143,daily_stats_exerciseMinutes,165900,2025-03-16 16:00:00,2025-03-21 07:00:00,indicator_calculation_job,0,1752642054,1752641476
14146079,99,average_walking_distance_7days,7720.38,2017-05-18,2019-02-06 23:59:59.000000,walking_distance_job,0,1751783495,1751782182
16576494,130,daily_average_resting_heart_rate,24.6,2025-02-10 00:00:00,2024-03-01 15:59:59,sleep_7day_stats_job,0,1752794466,1752794474
8951864,143,daily_stats_sleepAnalysis_InBed,"{""primary_value"" : 4938.00, ""sum"" : 4938.00, ""avg"" : 290.47, ""max"" : 1246.00, ""min"" : 2.00, ""count"" : 17, ""hours"" : 17, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2023-12-11 23:59:59,2020-08-13 23:59:59,activity_daily_job,0,1750411505,1750411505
13498065,211,exercise_max_heart_rate,4.41,2022-03-13 00:00:00,2023-01-03 00:00:00,sleep_7day_stats_job,0,1752790768,1752790782
6753419,170,daily_stats_sleepAnalysis_Asleep(Deep),65,2024-07-26 00:00:00,2023-12-15 15:59:59,walking_speed_job,0,1752611397,1752611311
8466165,128,exercise_time_consistency_score,"{""primary_value"" : 1.20, ""sum"" : 6.00, ""avg"" : 1.20, ""max"" : 2.00, ""min"" : 1.00, ""count"" : 5, ""hours"" : 5, ""aggregation_type"" : null, ""data_type"" : ""daily_summary""}",2025-03-04 23:59:59.000000,2025-05-15 23:59:59,activity_pattern_job,0,1750411505,1750411505
12822975,126,floors_consistency_score,"{""primary_value"" : 35.98, ""sum"" : 35.98, ""avg"" : 35.98, ""max"" : 35.98, ""min"" : 35.98, ""count"" : 1, ""hours"" : 1, ""aggregation_type"" : ""weighted_average"", ""data_type"" : ""daily_summary""}",2024-06-11 16:00:00,2024-08-28 23:59:59,activity_rolling_avg_job,0,1752764929,1752764930
7874246,131,sleep_days_less_than_5h_7_day,0,2022-10-14 00:00:00,2024-03-16 15:59:59,activity_daily_job,0,1752242826,1752241818
12773325,634,血液专项检查_全血粘度测定_全⾎粘度5,12.14,2025-06-07 00:00:00,2025-03-24 15:59:59,activity_daily_job,0,1752044255,1752044388
222144,86,sleep_max_end_time_7_day,"{""primary_value"" : 197.00, ""sum"" : 197.00, ""avg"" : 14.07, ""max"" : 0.00, ""min"" : 0.00, ""count"" : 14, ""hours"" : 7, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2021-06-15 23:59:59,2024-11-02 20:00:00,activity_daily_job,0,1750411505,1750411505
9625371,94,sleep_min_start_time_7_day,1.04,2024-10-20 23:59:59.000000,2024-11-28 23:59:59,sleep_daily_metrics_job,0,1750871354,1750871277
11600467,38,daily_stats_distance_walking_running,4.19,2024-11-20 23:59:59,2024-11-16 23:59:59,activity_rolling_avg_job,0,1751421096,1751422106
2670761,76,rolling_7d_avg_walkingRunningDistances,909.43,2022-09-20 00:00:00,2020-02-27 23:59:59,walking_distance_job,0,1752350780,1752350157
11721563,130,walkingHeartRates_consistency_score,"{""primary_value"" : 1.50, ""sum"" : 9.00, ""avg"" : 1.50, ""max"" : 3.00, ""min"" : 1.00, ""count"" : 6, ""hours"" : 6, ""aggregation_type"" : null, ""data_type"" : ""daily_summary""}",2023-08-22 23:59:59,2024-12-22 23:59:59,sleep_daily_metrics_job,0,1750480219,1750479759
182327,79,daily_stats_steps,"{""primary_value"" : 79.00, ""sum"" : 79.00, ""avg"" : 79.00, ""max"" : 79.00, ""min"" : 79.00, ""count"" : 1, ""hours"" : 1, ""aggregation_type"" : ""weighted_average"", ""data_type"" : ""daily_summary""}",2025-01-22 00:00:00,2025-02-16 23:59:59,activity_pattern_job,0,1752024311,1752022794
3951974,170,daily_stats_distance_walking_running,64.3,2025-02-01 23:59:59,2020-01-02 23:59:59,activity_daily_job,0,1752796805,1752796805
12795446,634,daily_stats_oxygenSaturations,39.43,2024-01-23 00:00:00,2024-11-03 23:59:59,activity_pattern_job,0,1750411505,1750411505
11904573,212,average_cycling_speed,1.31,2019-12-17 23:59:59,2025-06-19 23:59:59,activity_pattern_job,0,1752792907,1752792929
2426604,624,average_steps_7days,53997.008000,2024-11-08 16:00:00,2024-09-20 23:59:59,activity_daily_job,0,1750411505,1750411505
2077146,170,daily_stats_sleepAnalysis_Asleep(Deep),3.88,2023-09-15 00:00:00,2025-07-01 23:59:59,floors_indicator_job,0,1752796807,1752796807
4701958,170,blood_oxygen_below_90_count,50057.142857142855,2024-01-24 23:59:59,2025-04-02 23:59:59,activity_daily_job,0,1752795880,1752795877
6374230,38,heartRates_consistency_score,101,2023-09-24 23:59:59,2024-10-07 23:59:59,indicator_calculation_job,0,1750411505,1750411505
5273746,126,average_walking_distance_7days,"{""primary_value"" : 53.00, ""sum"" : 53.00, ""avg"" : 13.25, ""max"" : 0.00, ""min"" : 0.00, ""count"" : 4, ""hours"" : 4, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2019-12-30 00:00:00,2023-01-25 23:59:59,activity_pattern_job,0,1750411505,1750411505
16416599,215,sleep_avg_duration_7_day,92.9,2018-10-01,2024-05-27 15:59:59,activity_daily_job,0,1750617816,1750617548
11162627,212,average_walking_distance_7days,80700,2025-05-03 16:00:00,2017-08-22 23:59:59,activity_pattern_job,0,1750945753,1750945951
9617860,170,rolling_7d_avg_respiratory_rate,"{""primary_value"" : 9.50, ""sum"" : 9.50, ""avg"" : 0.73, ""max"" : 1.83, ""min"" : 0.01, ""count"" : 13, ""hours"" : 13, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2025-03-18 16:00:00,2023-03-07 23:59:59,sleep_daily_metrics_job,0,1752796807,1752796807
13853810,215,total_walking_distance,133200,2023-10-15 00:00:00,2025-04-19 23:59:59,activity_daily_job,0,1752712967,1752712997
10144035,170,rolling_7d_avg_flights_climbed,2.47,2025-03-20,2024-11-29 23:59:59,walking_distance_job,0,1752769133,1752769152
15566451,569,daily_stats_steps,67.43,2024-11-09 00:00:00,2023-06-02 15:59:59,activity_pattern_job,0,1752795464,1752795471
11190305,212,walkingRunningDistances_consistency_score,"{""primary_value"" : 238.00, ""sum"" : 238.00, ""avg"" : 14.88, ""max"" : 0.00, ""min"" : 0.00, ""count"" : 16, ""hours"" : 8, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2025-05-04 00:00:00,2025-03-03 23:00:00.000000,floors_indicator_job,0,1752796807,1752796807
1237878,212,average_walking_distance_7days,45.3,2025-05-16 23:59:59,2018-12-15 23:59:59,activity_rolling_avg_job,0,1752796539,1752796540
9988148,143,distance_walking_running_consistency_score,0.96,2025-01-02 04:59:59,2025-04-29 23:59:59,sleep_7day_stats_job,0,1752336505,1752337001
1705296,137,sleep_max_start_time_7_day,37,2023-03-28 23:59:59,2024-08-31 15:59:59,activity_pattern_job,0,1752796800,1752796800
5824980,215,daily_stats_walkingRunningDistances,5060,2024-10-28 00:00:00,2021-02-06 15:59:59,activity_daily_job,0,1752643989,1752643246
9909901,215,sleep_start_time,2214.29,2023-01-22 23:59:59,2021-10-26 23:59:59,cycling_indicator_job,0,1750908511,1750908234
95244,130,rolling_7d_avg_sleepAnalysis_Asleep(REM),0,2023-04-10 23:59:59,2024-11-04 23:59:59,walking_speed_job,0,1752485385,1752484253
5893268,215,sleep_core_duration,"{""primary_value"" : 95.50, ""sum"" : 95.50, ""avg"" : 23.88, ""max"" : 31.00, ""min"" : 15.00, ""count"" : 4, ""hours"" : 4, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2020-12-31 00:00:00,2024-01-26 15:59:59,cycling_indicator_job,0,1751650440,1751648697
5878076,569,average_floor_speed,"{""primary_value"" : 3.65, ""sum"" : 3.65, ""avg"" : 0.24, ""max"" : 0.73, ""min"" : 0.01, ""count"" : 15, ""hours"" : 15, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2024-11-22,2024-07-05 03:59:59,activity_pattern_job,0,1752796807,1752796807
378703,634,average_floor_speed,1500.000000,2021-10-04,2025-02-08 23:59:59.000000,activity_daily_job,0,1752351293,1752350096
6903880,143,walking_speed_consistency_score,2400.00,2023-12-04 16:00:00,2024-11-18 23:59:59,activity_pattern_job,0,1752796807,1752796807
13888642,73,sleep_avg_end_time_7_day,0,2022-08-26 00:00:00,2023-02-15 23:59:59,activity_daily_job,0,1750411505,1750411505
4273930,130,daily_average_hrv,0,2025-01-09 23:59:59,2024-09-24 23:59:59,cycling_indicator_job,0,1750912863,1750913313
8616777,94,rolling_7d_avg_steps,3962,2025-06-29 00:00:00,2022-06-14 23:59:59,activity_rolling_avg_job,0,1750411505,1750411505
13621031,569,daily_average_resting_heart_rate,23.4,2025-01-28 23:59:59.000000,2022-01-27 23:59:59,sleep_daily_job,0,1751600531,1751598209
8068493,94,sleep_deep_duration,80.00,2022-08-12 00:00:00,2025-01-04 23:59:59.000000,cycling_indicator_job,0,1750411505,1750411505
5801789,126,sleep_min_start_time_7_day,78.0,2021-12-21 00:00:00.000000,2025-02-04 23:59:59.000000,walking_distance_job,0,1750411505,1750411505
2523344,212,average_cycling_speed,28.6,2021-08-05 23:59:59,2023-11-08 23:59:59,sleep_pattern_job,0,1752795263,1752795255
10029590,143,steps_consistency_score,32.4,2024-10-06,2024-07-24 15:59:59,activity_daily_job,0,1752724838,1752724950
9981281,98,rolling_7d_avg_steps,85.4,2024-10-17 00:00:00,2024-11-09 15:59:59,walking_distance_job,0,1752796492,1752796493
11328265,634,exercise_max_heart_rate,9216.71,2024-02-16 16:00:00,2023-08-21 23:59:59,activity_daily_job,0,1751490908,1751491629
6179801,126,steps_consistency_score,0,2023-11-05 16:00:00,2022-02-24 15:59:59,floors_indicator_job,0,1752796776,1752796776
11773047,212,exercise_min_heart_rate,1.26,2024-07-27 16:00:00,2019-11-13 23:59:59,activity_daily_job,0,1752796787,1752796787
15852009,170,daily_stats_sleep_deep,110.21,2025-03-07 23:59:59,2021-03-30 15:59:59,walking_distance_job,0,1752795584,1752795587
9070982,38,average_floor_speed,39.14,2025-05-02 00:00:00,2023-11-06 15:59:59,cycling_indicator_job,0,1751921320,1751921910
15251363,143,sleep_max_start_time_7_day,111,2025-05-04 16:00:00,2023-11-26 15:59:59,floors_indicator_job,0,1750411505,1750411505
9283192,569,rolling_7d_avg_sleepAnalysis_Asleep(Deep),"{""primary_value"" : 8.00, ""sum"" : 8.00, ""avg"" : 2.67, ""max"" : 5.00, ""min"" : 1.00, ""count"" : 3, ""hours"" : 3, ""aggregation_type"" : ""sum"", ""data_type"" : ""daily_summary""}",2022-06-04 00:00:00,2024-09-17 23:59:59,activity_daily_job,0,1751509301,1751511302
15679282,169,daily_stats_sleep_light,5896,2021-09-28 00:00:00,2025-04-20 23:59:59,walking_speed_job,0,1752738107,1752738114
6170830,131,rolling_7d_avg_walking_speed,1695258000.000000,2024-05-21 00:00:00,2025-05-24 23:59:59,excel,0,1750791327,1750790584
5941045,220,daily_average_resting_heart_rate,10787,2023-12-08 15:59:59,2023-10-15 00:00:00,activity_pattern_job,0,1750560670,1750560635
1364447,212,rolling_7d_avg_respiratory_rate,91800,2024-07-31 16:00:00,2024-12-30 15:59:59,activity_daily_job,0,1752796769,1752796769
2728506,634,rolling_7d_avg_flights_climbed,21.6,2024-06-07 23:59:59,2024-01-24 23:59:59,walking_speed_job,0,1750450610,1750450243
5259193,143,total_walking_distance,3.14,2023-12-06,2024-10-27 23:59:59,indicator_calculation_job,0,1750411505,1750411505
13680346,212,total_floors,114520,2025-04-12,2023-04-28 23:59:59,activity_rolling_avg_job,0,1750748269,1750748584
1653114,73,blood_oxygen_below_90_count,49.00,2023-11-11,2025-03-29 23:59:59,activity_daily_job,0,1752351460,1752351198
15382900,143,average_walking_speed,7853.85,2023-12-12,2023-09-17 23:59:59,activity_daily_job,0,1750411505,1750411505
14374506,166,daily_stats_flights_climbed,65.4,2021-06-25 00:00:00,2023-12-07 23:59:59,activity_rolling_avg_job,0,1752034186,1752033036
